	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N	
isogroup110669_g1	2	0	0	0	1	0	0	0	1	0	0	1	3	1	2	2	
isogroup110675_g1	27	42	77	59	30	60	24	0	62	64	21	95	94	36	314	76	
isogroup110753_g1	2	3	0	0	0	0	0	0	0	2	0	1	0	1	6	1	
isogroup110798_g1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	2	
isogroup11080_g1	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	0	
isogroup110824_g1	0	2	0	2	2	2	0	0	1	1	0	1	6	2	9	1	
isogroup110829_g1	2	1	2	0	0	0	0	0	1	0	0	0	3	1	14	1	
isogroup110842_g1	26	36	38	52	8	175	14	0	21	107	80	142	56	23	110	27	
isogroup110844_g1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	
isogroup110849_g1	12	9	3	6	4	7	2	0	8	5	4	3	57	8	155	17	
isogroup110880_g1	2	1	1	0	0	0	0	0	0	0	0	0	1	3	0	0	
isogroup110892_g1	3	7	0	1	1	0	0	0	0	0	0	2	7	2	21	1	
isogroup110896_g1	1	1	2	0	1	0	0	0	0	0	0	0	3	0	4	1	
isogroup110912_g1	1	2	0	0	0	0	0	0	0	1	0	1	1	0	4	1	
isogroup110940_g1	4	2	0	0	3	6	0	0	0	1	0	1	0	0	25	3	
isogroup110951_g1	0	0	0	0	0	1	0	1	2	0	0	1	1	0	1	1	
isogroup110960_g1	0	0	0	0	0	0	0	0	0	2	0	1	13	3	20	5	
isogroup110965_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup110971_g1	2	2	1	1	1	2	1	0	0	0	0	3	3	0	39	8	
isogroup11099_g1	0	1	1	0	0	1	2	0	2	0	0	1	0	0	6	1	
isogroup111018_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
isogroup111032_g1	1	6	2	0	0	0	0	0	2	1	0	1	3	1	5	4	
isogroup111051_g1	1	4	0	0	0	1	0	0	2	2	0	1	2	3	10	2	
isogroup111096_g1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup11109_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup111116_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	
isogroup111150_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup11119_g1	1	2	1	0	0	0	0	0	1	0	0	2	5	0	2	2	
isogroup111202_g1	8	12	0	0	0	0	0	0	0	0	1	0	13	6	9	1	
isogroup111225_g1	7	8	10	3	2	7	1	0	4	2	2	10	18	9	37	8	
isogroup111241_g1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	
isogroup111252_g1	2	0	0	0	0	0	0	0	0	0	0	1	8	1	7	0	
isogroup111254_g1	0	1	0	0	0	2	0	1	0	2	0	0	1	2	2	2	
isogroup111264_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup111269_g1	0	0	0	0	0	0	0	0	0	3	1	0	4	8	26	2	
isogroup111272_g1	4	5	4	1	0	4	0	0	0	2	1	3	0	1	12	2	
isogroup111286_g1	0	7	3	0	0	1	0	1	1	1	1	1	2	11	7	2	
isogroup111291_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup111309_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup111344_g1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup111345_g1	29	44	18	10	5	10	0	0	13	10	0	15	76	42	199	26	
isogroup111364_g1	0	2	0	0	0	8	1	0	1	2	0	4	1	0	2	1	
isogroup111397_g1	0	1	0	0	1	0	0	0	0	1	0	1	4	0	1	1	
isogroup111408_g1	4	4	0	0	1	1	0	0	1	3	0	2	1	0	6	2	
isogroup111427_g1	6	13	2	6	5	8	0	4	0	10	1	8	12	4	28	14	
isogroup111450_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup111459_g1	0	0	0	0	1	0	0	0	0	1	1	4	2	0	1	0	
isogroup111461_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup111469_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup111483_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup111510_g1	10	10	0	0	0	0	1	1	0	1	1	2	10	15	37	10	
isogroup11156_g1	7	9	2	0	1	1	0	0	0	1	1	3	3	1	17	6	
isogroup11156_g2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	
isogroup111580_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup111583_g1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	
isogroup111605_g1	1	0	1	0	2	0	0	0	2	2	0	0	1	0	2	1	
isogroup111611_g1	0	2	1	0	2	9	0	0	0	0	0	1	1	3	6	1	
isogroup111623_g1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	
isogroup111633_g1	4	2	1	1	1	1	1	0	3	2	1	1	8	1	21	1	
isogroup111643_g1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	
isogroup111654_g1	0	0	0	0	0	1	0	0	0	1	1	2	3	1	5	2	
isogroup111686_g1	3	3	0	0	0	1	1	0	1	0	0	4	8	4	28	6	
isogroup111694_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup111716_g1	1	0	1	1	0	0	0	0	0	4	0	1	1	1	2	2	
isogroup111758_g1	0	3	1	1	0	1	4	0	2	1	3	10	1	0	92	13	
isogroup111770_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	
isogroup111805_g1	3	0	0	1	2	0	0	0	4	3	0	0	1	1	4	0	
isogroup111859_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup111861_g1	2	2	1	0	1	0	0	0	0	0	0	3	1	0	6	0	
isogroup111871_g1	18	20	0	0	0	0	2	0	1	2	3	0	10	14	4	0	
isogroup111883_g1	4	3	0	0	0	2	1	0	1	0	0	3	6	3	9	0	
isogroup111904_g1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	
isogroup111915_g1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	9	2	
isogroup111929_g1	2	4	0	0	0	1	0	0	0	1	0	2	0	1	3	5	
isogroup111937_g1	1	1	0	0	1	1	0	0	0	2	0	2	2	1	0	1	
isogroup111942_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup111964_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup111987_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	
isogroup112001_g1	4	5	2	1	8	6	1	2	4	11	3	18	70	30	54	14	
isogroup112002_g1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	5	0	
isogroup112025_g1	2	9	11	13	1	0	0	0	1	1	0	2	40	25	4	1	
isogroup112043_g1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	10	1	
isogroup112077_g1	17	20	4	2	2	3	0	0	0	3	2	5	31	10	76	25	
isogroup112080_g1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	
isogroup112090_g1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup112098_g1	3	2	0	0	1	0	0	0	1	4	0	7	9	5	12	7	
isogroup112109_g1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	5	1	
isogroup11213_g1	4	11	5	0	0	4	2	0	3	13	1	6	19	7	29	9	
isogroup112163_g1	14	11	2	2	3	11	2	0	11	10	6	11	29	12	26	8	
isogroup11217_g1	2	4	3	4	0	0	1	0	1	0	0	3	0	3	3	0	
isogroup112188_g1	0	0	1	0	0	0	0	0	0	1	0	1	5	0	2	0	
isogroup112204_g1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	
isogroup112208_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	
isogroup112229_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	
isogroup112231_g1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	4	0	
isogroup112262_g1	6	8	4	2	0	8	2	0	4	7	0	6	15	5	29	9	
isogroup112287_g1	3	3	2	1	2	3	0	0	1	3	1	4	5	9	21	5	
isogroup11228_g1	4	6	3	0	1	0	4	0	1	5	1	5	9	2	3	2	
isogroup112290_g1	2	1	0	0	0	1	0	0	0	0	0	1	1	3	11	1	
isogroup112326_g1	0	3	0	0	0	2	0	0	0	5	0	3	3	0	4	1	
isogroup112347_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup112359_g1	4	8	1	0	0	8	0	0	4	7	5	5	14	3	41	3	
isogroup112361_g1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	5	0	
isogroup112363_g1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	4	1	
isogroup112368_g1	12	21	3	0	0	1	0	0	0	3	1	3	15	8	38	10	
isogroup112380_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup112383_g1	2	0	0	1	0	2	0	0	0	0	1	0	1	1	3	1	
isogroup112391_g1	0	0	0	0	1	1	0	0	0	0	0	2	4	0	2	2	
isogroup112399_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup11239_g1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	
isogroup112405_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	
isogroup112414_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	
isogroup112440_g1	7	7	2	1	2	4	0	0	0	1	0	0	26	6	11	1	
isogroup11244_g1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	
isogroup112450_g1	2	4	0	0	1	1	0	0	0	0	0	3	4	2	15	3	
isogroup1124_g1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	13	3	
isogroup112509_g1	6	1	0	0	0	2	0	0	1	0	0	0	3	6	15	5	
isogroup112522_g1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	3	0	
isogroup112597_g1	0	1	0	0	2	5	1	0	0	1	0	4	1	0	3	0	
isogroup112606_g1	3	3	0	1	0	2	0	0	1	0	0	1	1	1	11	0	
isogroup112612_g1	0	0	0	0	0	1	0	0	0	0	0	1	2	3	0	0	
isogroup112645_g1	23	33	6	1	0	0	0	0	0	1	0	2	5	1	69	16	
isogroup112652_g1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	
isogroup112653_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup11268_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	
isogroup112705_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup11270_g1	14	36	15	11	4	19	3	0	7	17	6	40	72	46	112	34	
isogroup112738_g1	1	1	0	0	0	1	0	0	0	0	0	0	4	0	1	0	
isogroup112751_g1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	
isogroup112763_g1	20	30	5	0	5	7	0	0	8	4	3	7	34	25	95	19	
isogroup112802_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup112839_g1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	
isogroup112858_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	
isogroup11286_g1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup112880_g1	4	15	2	1	0	1	2	0	1	5	1	4	23	6	64	3	
isogroup112894_g1	4	7	6	1	1	4	0	0	0	7	2	7	12	11	37	5	
isogroup112953_g1	2	4	1	3	1	0	0	0	0	2	0	0	8	4	19	3	
isogroup112963_g1	3	1	1	0	0	3	0	0	1	3	1	6	9	3	10	1	
isogroup112978_g1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	
isogroup112985_g1	25	36	12	9	15	14	1	0	7	9	10	28	45	17	128	31	
isogroup112993_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup11301_g1	0	1	0	1	0	0	0	0	1	0	0	3	2	0	11	11	
isogroup113035_g1	0	1	0	0	0	1	0	0	1	1	1	0	3	1	4	2	
isogroup113040_g1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup113052_g1	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	
isogroup113069_g1	7	8	2	2	1	3	1	0	1	3	2	6	6	1	18	3	
isogroup113075_g1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	15	3	
isogroup113084_g1	0	3	0	0	0	0	0	0	0	0	0	5	1	0	1	1	
isogroup113086_g1	2	7	1	0	1	1	0	0	0	3	0	1	6	3	8	1	
isogroup113090_g1	37	38	12	5	9	24	9	0	15	25	3	31	47	17	143	20	
isogroup113097_g1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	
isogroup113111_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	
isogroup113130_g1	6	7	4	1	0	1	0	0	3	4	0	8	6	3	21	9	
isogroup113133_g1	0	2	328	157	0	0	0	0	0	0	0	15	683	468	4	0	
isogroup113161_g1	0	0	2	1	0	0	0	0	0	0	0	0	2	0	4	2	
isogroup113179_g1	5	5	0	0	2	7	0	0	0	0	0	3	15	2	16	8	
isogroup11317_g1	1	1	0	0	0	0	0	0	3	0	1	2	7	1	12	0	
isogroup113201_g1	1	0	1	0	0	0	0	0	1	2	0	0	3	1	6	2	
isogroup113225_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup113247_g1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	
isogroup113264_g1	5	20	0	0	1	7	2	0	3	2	2	4	19	8	69	6	
isogroup113276_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup11327_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup113280_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup11331_g1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	2	0	
isogroup113344_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	
isogroup113362_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	
isogroup113363_g1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup113400_g1	0	2	1	0	0	0	1	0	0	0	0	1	0	0	10	0	
isogroup113414_g1	8	5	0	6	3	6	1	0	4	3	0	11	16	6	79	16	
isogroup113439_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup11343_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	
isogroup113446_g1	8	5	1	1	1	1	1	0	2	0	1	5	5	5	18	2	
isogroup113451_g1	1	2	0	0	0	0	0	0	0	0	0	0	5	0	19	0	
isogroup113453_g1	8	15	4	0	0	2	3	0	2	2	1	7	16	3	101	27	
isogroup113470_g1	3	2	1	0	0	2	0	0	3	1	0	0	2	2	1	2	
isogroup113473_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	
isogroup113517_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup113556_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup113568_g1	2	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	
isogroup113572_g1	3	1	1	1	3	2	1	0	0	1	1	1	1	3	9	0	
isogroup1135_g1	4	6	2	6	2	6	1	0	4	5	2	3	12	6	16	4	
isogroup113630_g1	0	1	0	0	0	0	0	0	1	0	2	2	0	0	3	0	
isogroup113637_g1	3	14	11	4	5	5	3	0	9	9	5	21	12	4	26	10	
isogroup113641_g1	0	2	4	0	0	0	0	0	1	0	0	1	5	2	12	5	
isogroup113719_g1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	
isogroup113733_g1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	5	1	
isogroup113744_g1	1	4	1	2	0	1	0	0	1	0	0	3	3	5	29	6	
isogroup11379_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup113817_g1	0	1	2	0	0	0	0	1	0	0	0	1	1	0	4	1	
isogroup113825_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup113863_g1	2	5	0	5	0	4	0	13	0	4	0	2	0	0	6	1	
isogroup11391_g1	0	8	6	1	0	4	0	0	1	1	2	11	0	11	1	0	
isogroup113936_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroup113976_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	
isogroup113977_g1	5	7	2	2	0	0	0	0	0	1	0	0	4	2	17	4	
isogroup113979_g1	0	1	2	0	0	2	0	0	1	3	0	3	1	1	3	2	
isogroup113980_g1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup113984_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup113987_g1	0	1	0	1	0	0	0	0	1	0	0	0	5	1	10	2	
isogroup113988_g1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup113995_g1	2	3	30	12	7	15	4	0	18	33	7	44	127	57	113	20	
isogroup114013_g1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	8	2	
isogroup114015_g1	10	10	1	4	2	5	2	0	2	1	4	10	9	3	90	16	
isogroup114023_g1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup114030_g1	1	1	0	0	0	4	1	0	1	1	2	1	0	2	12	3	
isogroup114067_g1	15	8	1	0	4	5	0	0	0	0	0	2	6	1	7	4	
isogroup114072_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	
isogroup114077_g1	2	0	1	0	0	1	0	0	0	0	0	0	1	0	3	1	
isogroup1140_g1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	
isogroup114182_g1	0	1	0	0	0	1	0	1	0	0	0	2	0	0	5	0	
isogroup11419_g1	1	4	0	0	0	1	0	0	0	1	0	0	1	1	1	0	
isogroup1141_g1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup114202_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	
isogroup114237_g1	9	9	0	0	0	1	0	0	1	1	0	2	0	1	21	7	
isogroup114249_g1	1	5	0	1	0	2	1	0	0	0	0	4	0	0	13	1	
isogroup11426_g1	0	4	0	0	0	1	0	0	2	0	0	1	1	2	8	1	
isogroup114271_g1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	
isogroup114272_g1	1	2	0	0	0	0	0	0	0	0	0	1	1	1	3	1	
isogroup114274_g1	32	112	132	44	13	29	7	0	44	58	8	52	592	441	1478	193	
isogroup114284_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	
isogroup114317_g1	0	2	0	0	0	0	0	0	1	0	0	1	1	0	2	0	
isogroup114325_g1	3	0	2	1	0	1	0	0	0	1	0	3	3	4	16	1	
isogroup11432_g1	33	59	8	8	10	15	3	1	21	16	11	45	116	46	247	46	
isogroup114332_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
isogroup114343_g1	2	4	2	0	1	1	0	0	0	3	1	5	8	4	19	8	
isogroup114357_g1	2	2	1	0	3	3	1	0	2	2	1	2	3	0	8	1	
isogroup114359_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
isogroup114397_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup114404_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup114409_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup114417_g1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup11441_g1	2	1	1	0	0	0	0	0	1	2	0	1	1	0	10	1	
isogroup114420_g1	1	4	1	0	0	0	0	0	1	0	0	3	0	1	12	3	
isogroup114431_g1	5	1	0	0	0	1	0	0	0	0	0	0	5	1	2	0	
isogroup114443_g1	0	0	2	1	0	0	0	0	0	1	0	3	0	3	1	0	
isogroup114449_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup11444_g1	11	18	6	5	6	19	3	0	12	10	4	43	44	36	69	25	
isogroup114464_g1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	
isogroup114489_g1	4	9	1	0	1	3	0	0	2	4	0	0	3	2	9	1	
isogroup114541_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup114576_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup114591_g1	22	22	5	2	1	3	0	1	7	6	3	8	16	5	85	14	
isogroup114621_g1	4	3	1	5	0	0	0	0	11	6	9	4	15	4	11	0	
isogroup114632_g1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	
isogroup114637_g1	0	2	0	1	0	0	0	0	0	0	0	1	3	2	5	0	
isogroup114642_g1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	
isogroup114652_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	
isogroup11470_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup114710_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup114737_g1	6	6	1	0	0	1	0	0	0	4	0	3	1	2	8	1	
isogroup114749_g1	1	2	0	0	0	0	0	0	0	3	0	0	1	2	4	2	
isogroup11475_g1	26	23	10	9	5	12	1	0	6	11	2	15	44	23	148	35	
isogroup114769_g1	2	1	0	0	0	3	2	0	3	0	0	1	4	1	8	2	
isogroup114773_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup114788_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup114795_g1	0	4	0	0	0	0	0	0	0	1	0	0	1	0	4	0	
isogroup114826_g1	10	15	4	6	4	15	6	0	20	29	5	18	25	10	93	15	
isogroup114841_g1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	
isogroup114845_g1	2	4	0	0	0	3	0	0	0	0	1	0	20	7	21	2	
isogroup114864_g1	9	4	11	11	0	3	0	0	5	10	1	5	17	6	29	15	
isogroup114870_g1	0	2	1	0	1	3	0	0	1	2	0	1	2	2	11	1	
isogroup114875_g1	1	1	0	0	0	0	0	0	0	0	0	1	2	1	2	1	
isogroup11489_g1	1	6	4	0	0	0	1	0	2	1	1	4	2	1	9	2	
isogroup114902_g1	0	1	0	1	1	0	0	0	1	0	0	1	1	2	5	2	
isogroup114918_g1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	
isogroup114928_g1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup114935_g1	1	1	0	2	1	1	0	0	0	1	0	1	1	0	6	4	
isogroup115013_g1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	2	0	
isogroup11501_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup115040_g1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	
isogroup11504_g1	0	0	1	1	0	3	0	0	2	0	0	0	0	0	7	0	
isogroup115066_g1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup11510_g1	6	10	4	3	3	7	1	0	4	3	2	8	8	6	36	13	
isogroup115114_g1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	
isogroup115147_g1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115163_g1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	
isogroup115195_g1	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	
isogroup115200_g1	0	0	1	0	3	1	0	0	3	6	0	0	4	0	1	2	
isogroup115203_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup115206_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	
isogroup115265_g1	4	1	0	0	0	0	0	0	0	0	1	2	10	3	24	2	
isogroup11527_g1	2	6	17	1	1	8	0	0	0	14	2	9	0	2	4	4	
isogroup115307_g1	2	0	16	9	15	50	7	0	1	0	27	72	0	0	0	0	
isogroup11531_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroup11532_g1	1	1	0	0	0	0	0	0	0	1	0	0	2	1	6	0	
isogroup115347_g1	6	2	1	1	3	3	1	2	0	0	1	1	6	2	36	11	
isogroup115370_g1	5	5	4	0	1	2	2	0	4	3	2	5	11	4	24	14	
isogroup115376_g1	1	3	5	1	1	4	3	0	9	0	2	1	3	0	21	4	
isogroup115406_g1	1	0	0	0	0	0	1	0	0	0	0	1	3	0	2	0	
isogroup115417_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup115425_g1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	
isogroup115433_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	
isogroup115451_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115478_g1	0	3	1	1	1	1	0	1	0	0	0	2	7	5	20	3	
isogroup115513_g1	0	1	1	0	1	2	0	0	0	1	1	1	0	0	0	0	
isogroup115529_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup115565_g1	2	3	1	2	0	0	0	0	0	1	0	1	2	1	15	3	
isogroup115593_g1	0	0	0	1	0	0	0	0	2	0	0	2	1	2	15	3	
isogroup11559_g1	1	4	1	0	1	0	1	0	0	1	0	2	0	1	2	1	
isogroup115607_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup115611_g1	7	5	0	0	6	18	1	0	7	6	4	5	43	6	158	26	
isogroup11561_g1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	
isogroup115630_g1	4	5	1	4	2	0	0	0	1	1	0	1	4	1	7	0	
isogroup115634_g1	1	2	3	3	0	0	0	0	0	2	0	0	3	3	12	1	
isogroup115674_g1	3	3	2	2	3	4	1	0	4	4	2	10	14	3	13	3	
isogroup115678_g1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	
isogroup115691_g1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	
isogroup115693_g1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
isogroup115695_g1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	
isogroup115742_g1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	7	0	
isogroup115778_g1	2	2	3	0	0	1	0	0	0	0	0	1	3	3	21	10	
isogroup11577_g1	1	1	0	0	0	0	0	0	0	2	2	5	11	1	4	0	
isogroup115796_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
isogroup115832_g1	2	5	0	0	3	7	0	1	2	2	2	6	9	3	28	12	
isogroup115853_g1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	
isogroup115861_g1	2	1	0	0	1	1	0	0	0	3	1	4	0	1	9	0	
isogroup115872_g1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
isogroup115875_g1	8	6	0	0	0	0	0	0	0	0	0	0	1	0	14	3	
isogroup115879_g1	7	6	0	0	0	3	0	0	0	0	0	0	10	5	24	2	
isogroup115886_g1	22	25	8	1	0	8	0	0	7	8	0	8	18	5	79	12	
isogroup115896_g1	1	0	1	0	2	4	0	0	1	0	2	8	2	1	48	8	
isogroup11589_g1	26	35	18	19	16	39	2	0	11	14	6	24	51	29	128	26	
isogroup115914_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
